CONTRATO,STOCK ID,current_monthly_payment,vehicle_equity,saldo insoluto,current_car_price,risk_profile
3N1CN7AD5HL863936,45313,4700.8,168250.34,4748.66,172999,A1
MEX3G2606FT033059,40573,3777.4,149096.46,3902.54,152999,A1
WVWBN46R5EY237003,41745,4916.41,153017.1,4981.9,157999,B
3MZBM2L78FM126434,46300,5031.82,153837.12,51161.88,204999,A1
5KBRL5849FB803887,26933,5595.84,250715.4,59283.6,309999,A2
3C3CFFCR3ET193493,29054,4185.23,150040.86,4958.14,154999,A1
JM1NDAC7XG0105924,23826,4416.23,221106.68,46892.32,267999,C2
WAURYA8X3FB004755,28544,6725.42,218060.11,6938.89,224999,A2
WAUAYJ8VXJ1014516,45240,6623.16,368111.33,6887.67,374999,A2
MEX3G2601ET017785,41513,4225.64,138517.76,4481.24,142999,A2
3MZBM2V70FM152507,47071,5955.11,203849.63,6149.37,209999,A2
3G1TA5AF5HL166743,46236,3884.18,123833.74,4165.26,127999,A2
1VWBH7A34DC105113,45254,4894.38,164981.94,5017.06,169999,A2
WMWXM5108J2F42967,33359,5425.76,342525.77,5473.23,347999,A1
VSSKT65F4GR097501,45456,4838.6,223112.55,4886.45,227999,A1
VSSAA46JXHR049799,42495,5730.72,204177.33,5821.67,209999,A1
TSMYD21S4HM352426,45960,5570.66,208995.56,64003.44,272999,A1
MEX5J2607KT025945,37058,3949.87,196567.47,38431.53,234999,A1
MB2C22AC5HM137844,45460,5709.35,244207.68,5791.32,249999,A1
JTDKN3DU7F1876124,31541,5179.8,163461.54,44537.46,207999,A1
JS2ZC82S6E6300048,31064,2900.93,152049.44,2949.56,154999,A1
JS2ZC82S2E6304999,47248,3612.88,151337.83,3661.17,154999,A1
JS2FH81S5H6101499,37954,3987.2,170963.68,4035.32,174999,A1
JN8BT27T7GW511048,44649,5484.48,274551.74,5447.26,279999,A1
JN1BV7BP8FM620614,45845,4953.1,238326.69,56672.31,294999,A1
JN1AV7BP3HM140205,34201,10264.4,328824.82,111174.18,439999,A1
JM1BM1K38F1273703,28753,6002.08,221717.54,6281.46,227999,A1
9BWAB45U2FP003506,47370,3704.78,119252.16,3746.84,122999,A1
5TDYZ3DC2JS933007,44029,9497.41,500455.98,9543.02,509999,A1
5NPD84AF1HH030031,42952,3597.99,187412.32,40586.68,227999,A1
5N1AR2MN7HC636528,43725,6988.21,322242.09,72756.91,394999,A1
4JGDA5HB1DA206196,46734,11507.26,368516.23,11482.77,379999,A1
3VVHP65N5JM127641,39480,6559.13,383321.5,6677.5,389999,A1
3N1CN7AD1EL870586,46203,3957.7,133649.03,4349.97,137999,A1
3HGRU5856GM017256,30785,4104.64,258846.2,4152.8,262999,A1
3G1TC5CF0HL124326,32695,3092.54,146727.42,3271.58,149999,A1
3FADP4BJ6HM166824,37135,5348.98,169445.94,5553.06,174999,A1
2GNAL9EK5G6355829,45301,6461.79,219404.71,60594.29,279999,A1
1FM5K8F89DGB73262,44151,5989.43,286212.44,6786.56,292999,A1
3VWHW6AT4HM629991,31989,6324.57,228478.19,6520.81,234999,A2
3C4PDCCB8FT748220,46963,4518,225465.74,4533.26,229999,A2
MAJFP1ND8GA116807,32835,4509.35,128460.28,4538.72,132999,A1
5KBRL5843GB801036,40048,5180.58,305422.74,52576.26,357999,B
1C4NJCCB0FD343684,46199,6850.14,235545.78,7453.22,242999,B
ML3AA28J0HH005130,47766,3717.14,153075.45,1923.55,154999,A2
MEX5G2603JT011957,46073,5507.89,167328.97,5670.03,172999,A2
3MYDLAYV3GY120729,47107,3505.72,184279.01,3719.99,187999,A2
TSMYD21S9GM246441,30204,6218.45,248773.61,6225.39,254999,A1
4A4LM61U3FE036999,33109,5534.86,166827.84,58171.16,224999,A1
TSMYDA1S6JM404333,31176,4895.94,261819.81,21179.19,282999,A1
MEX5H2600HT063277,46447,3423.52,158548.45,3450.55,161999,A1
MA6CB5CD9KT064820,42233,4709.54,155049.27,4949.73,159999,A1
JM1DKDD75H0167900,46003,5447.62,297296.81,5702.19,302999,A1
1GKKV9KDXEJ173254,47466,6306.52,301686.17,6312.83,307999,A1
JM1DKDD76H0159613,22746,7722.28,280058.69,7940.31,287999,A2
WAUDFA8U5ER086600,45705,4897.32,245085.3,4913.7,249999,A1
WDDWF4FBXGF255728,48282,8614.6,396394.7,8604.3,404999,A1
3VW2W1AJXDM211405,23488,3783.69,141062.96,3936.04,144999,A1
3N1CN7AD4GK450846,46511,5202.18,167323.78,5675.22,172999,A1
3VWJW6AT5HM619830,40595,4273.85,237182.64,33816.36,270999,A2
3VW7B6AU3GM063112,19938,3586.3,230602.03,2396.97,232999,A2
3VVHP65N5JM065139,46423,5002.29,310975.22,57023.78,367999,A2
1N4AL2AP3CN494080,46157,3151.78,126820.26,3178.74,129999,A1
19XFC2668GE601912,25123,4855.85,237807.8,5191.2,242999,A1
19UUB2684JA900420,38120,9535.96,508479.58,9519.42,517999,A1
5XYPG4A36GG155361,38928,6000.53,202174.52,67824.48,269999,A2
3GNDJ7CE3JL215446,39056,5571.8,227415.53,5583.47,232999,A1
WBA1S1103HV678126,40575,9694.35,338342.01,9656.99,347999,A1
3VWHW6AT6GM607294,101395,5868.73,222120.9,5878.1,227999,A1
1FM5K7F86KGA18238,47152,10977.84,551243.23,118755.77,669999,A1
5NPE34AF5FH139592,44888,4935.92,182713.18,50285.82,232999,A1
3GNCJ7CE1GL128004,45706,4662.34,163594.96,31404.04,194999,A1
3FAFP4AJ0GM128028,33735,4141.29,135695.69,4303.31,139999,A1
5YFBURHE8FP251199,34452,3970.25,139600.47,45398.53,184999,A1
5NPDH4AE6FH626739,37312,4429.81,133579.2,44419.8,177999,B
WAUAYJ8V2H1054602,47625,7030.81,248326.03,79672.97,327999,A2
MEX4G2602ET061637,32748,3735.9,129178.06,3820.94,132999,A2
9BWAB45U5HP080597,46312,3596.03,139768.12,3230.88,142999,A2
3VW4R6AJ6EM329014,47310,6037.72,202341.91,67657.09,269999,A2
3N1AB7AA1DL770329,47068,3226.01,134749.56,3249.44,137999,A2
3HGRM3858GG013826,27607,5902.72,292579.37,5419.63,297999,A2
1FTEW1EG0HFC73092,41088,9973.43,560891.57,114107.43,674999,A2
WBA3A5106EF973911,44596,4597.97,221361.48,51637.52,272999,A1
WAUAYA8X5HB013067,40722,5484.48,284502.18,5496.82,289999,A1
WAUAFJ8V2H1048157,36182,8670.33,344168.29,8830.71,352999,A1
WAU8CF8V5EA105788,47701,3856.36,246118.69,3880.31,249999,A1
VSSJN26J3FR100324,30932,4094.09,178720.43,4278.57,182999,A1
TMCJ33A34HJ285485,47334,7975.79,340028.92,7970.08,347999,A1
MA6CC6CD2GT034018,43180,3927.21,121038.34,3960.66,124999,A1
MA6CB6CD9KT011895,46575,4355.82,123719.7,44279.3,167999,A1
KNDMB5C29K6484241,32294,8743.81,291806.27,96192.73,387999,A1
JS2ZC63S9J6101296,45347,3865.59,224109.63,3889.37,227999,A1
JM1NDAC74K0303374,38317,8508.41,349514.13,8484.87,357999,A1
JM1DKDD77H0176887,45965,6889.33,229834.17,73164.83,302999,A1
5KBRL5865HB800036,101779,7123.38,327824.82,77174.18,404999,A1
3N1AB7AD8FL616147,40550,4401.14,163549.03,4449.97,167999,A1
3MZBM2U76FM226627,46880,5974.48,196692.17,6306.83,202999,A1
3HGGK5754FM007631,45863,2636.72,160329.75,2669.25,162999,A1
1GKKV9KD1FJ228577,101856,6658.83,343336.23,6662.77,349999,A1
JM1DKBD78G0120153,39179,7958.13,267086.17,15912.83,282999,B
3MDDJADV6GM108384,101500,4545.66,194134.57,8864.43,202999,A2
WBA3B1106FK351968,47031,6339.04,233214.13,71784.87,304999,A1
WAUDFA8U7GR078338,30668,4953.1,300030.01,44968.99,344999,A1
WAUAFC8K0DA072078,30735,5555.44,208402.46,11596.54,219999,A1
WBA8E3106JA586488,41367,6135.9,325176.35,64822.65,389999,A1
ML3AA28J9GH001575,45080,4410.3,146044.12,8954.88,154999,A1
MEX4G2604ET069674,47480,3688.3,127157.88,7841.12,134999,A1
MA6CA6CD6JT020250,47013,3195.59,133804.98,6194.02,139999,A1
KL8CM6CDXFC812053,32611,3803.61,115208.54,7790.46,122999,A1
VF3CC5FS2GT003846,45503,4402.22,147377.74,2621.26,149999,A1
3GNCJ8CE9DL143514,101310,3626.99,157954.01,7044.99,164999,A1
3FAFP4TJ2GM117514,22475,3770.96,130334.62,7664.38,137999,B
WAUAYJ8V3J1010131,41762,9150.46,341446.79,18552.21,359999,A2
VSSBD65F2ER000855,28324,3204,137414.4,37584.6,174999,A2
JM1NDAC77H0121810,42932,6923.04,243855.1,79143.9,322999,A2
WMWXM7105H2E08083,42909,8041.88,326824.4,16174.6,342999,A1
JS2ZC63S2J6110809,39284,5532.07,181158.61,11840.39,192999,A1
JM1DKDD74H0178435,40633,5723.88,229654.38,70344.62,299999,A1
9BWDB05UXGT055903,37880,2467.48,137715.2,2283.8,139999,A1
3G1J85DC2ES563963,101558,3161.06,128549.23,6449.77,134999,A1
MRHDG1841JP033381,103168,3746.87,232274.22,44724.78,276999,A2
93HGE8879EZ802503,34763,3470.53,125199.94,32799.06,157999,A2
1G1Z95ST3GF288291,44972,5246.35,228144.1,11854.9,239999,A2
VF1HR2NBXKC323258,46071,5690.45,378181.28,11817.72,389999,A1
JN8BT27T9HW041588,102802,3684.37,277445.19,7553.81,284999,A1
JM1BM1K34F1273441,102221,5602.8,209028.1,10970.9,219999,A1
3VWHW6AT6GM611281,35098,5843.51,216550.68,11448.32,227999,A1
3KPFL5A72HE101571,36752,4446.99,180334.28,49664.72,229999,A1
3FADP4BJ9FM149934,36943,3715.62,105508.8,39490.2,144999,A1
WAUAFC8K4EN006756,31559,7240.61,245048.44,14950.56,259999,A1
VSSCC6KJ0JR215757,47706,6870.84,290662.37,7336.63,297999,A1
3MZBM2V72GM277865,44181,6353.34,197387.22,12611.78,209999,A1
SALWA2VF8EA339650,103501,13863,595523.53,27475.47,622999,A2
ML3AA28J3HH006823,101849,2738.45,166198.4,6800.6,172999,A2
MHKMF53F6GK002398,40565,4168.14,179882.94,8116.06,187999,A2
2FMDK3JC7DBA28108,43267,3722.35,196175.28,3823.72,199999,A2
1C4AJPCB3GD554532,102412,7167.19,241389.26,6609.74,247999,A2
19XFC1671GE603908,47160,5397.56,215680.9,59318.1,274999,A2
WMWXR9105KTF04410,43876,11018.16,408232.27,121766.73,529999,A1
3VW2K1AJ0GM361734,39041,5410.52,178991.2,11007.8,189999,A1
3G1J85CC4FS634289,46228,4359.66,130570.44,4428.56,134999,A1
3G1J85CC4ES505936,103662,3681.69,125614.93,7384.07,132999,A1
3G1TC5CF1GL150481,24354,4028.91,131762.73,8236.27,139999,C1
VSSFK46J1ER011876,35594,3819.31,134930.73,8068.27,142999,A2
JS2FH81S1J6106317,103223,5737.34,188161.72,11837.28,199999,A1
3N6DD21X4FK067857,45621,5536.81,221640.75,11358.25,232999,A1
3N1AB7AD2HL632010,36258,4805.07,198611.27,9387.73,207999,A1
VSSPT65F5GR219336,29388,6750.91,187002.83,72996.17,259999,B
MEX512608FT054182,47810,3479.28,100206.35,37792.65,137999,A2
WAUAYAGA8JA116296,47613,11353.91,392779.84,17219.16,409999,A1
3G1B85DM7HS515179,34269,4515.65,196185.43,8813.57,204999,A1
WDDSJ5CB5EN064258,30864,12473.87,474570.07,25428.93,499999,A1
JM1DKDD75H0178945,101755,7768.59,284141.79,15857.21,299999,A1
3GNCJ7EE4GL253009,48164,5284.72,229659.35,10339.65,239999,A1
1GNKR8KD3GJ332183,44283,5305.87,319157.21,10841.79,329999,A1
1G1F91R79J0148308,48004,11350.59,478253.11,141745.89,619999,A1
1FM5K7D89DGC36809,45639,3798.33,204494.67,45504.33,249999,A1
3VWLW6AJ9GM352908,47404,5777.34,171712.11,63286.89,234999,A2
JM1DKDD72K1454922,101937,5848.9,345397.95,7601.05,352999,A1
3N1BC1AS2FK216314,48169,3481.15,108178.62,6820.38,114999,A1
JM1GL1U38H1101423,47515,6764.13,231416.62,13582.38,244999,A2
ZFBCFXET6GP445516,48335,6571.85,187188.79,72810.21,259999,A1
3GNCJ7CE4GL278754,39027,4842.82,156364.31,53634.69,209999,A2
VSSHY26JXFR105154,46853,4104.64,163639.03,9359.97,172999,A1
ZFAADAAP8J6K67712,27480,5643.37,200346.4,4652.6,204999,A2
3MZBM2U75GM261998,30114,4998.37,157009.57,47989.43,204999,C1
9BWAG4128GT547698,43149,4039.79,125725.44,4273.56,129999,A1
JM1DKDD74K1405088,35216,6363.67,289748.95,58250.05,347999,B
3MDDJACVXJM302313,44885,6509.9,226381.14,6617.86,232999,A1
1VWCM7A33CC101357,35530,4188.58,165240.44,4758.56,169999,A1
TSMYD21S8GM180156,43210,7587.93,245328.81,7670.19,252999,A2
KL4CJ9E89FB044535,101465,5258.39,193204.96,54794.04,247999,A1
VF3CC5FS2HT027369,31265,4485.1,164918.98,48080.02,212999,C2
3VW1M1AJ4GM231249,31798,2772.36,156215.78,23783.22,179999,C2
LSGHD52H1JD033711,102649,4587.34,155109.88,4889.12,159999,A2
3VWLW6AJ2GM272768,37074,5362.52,177768.12,55230.88,232999,A2
3KPA24AC6JE069010,44334,6202.11,203793.89,6205.11,209999,A2
KL1PD5C54CK712261,43752,2930.41,93451.07,26547.93,119999,A1
3FAFP4AJXGM101774,44909,3485.69,148580.46,9418.54,157999,A1
3N6AD35A9HK857821,102704,6863.56,218997.44,69001.56,287999,A1
WBA2F3105HV943021,43750,6526.98,298898.91,74100.09,372999,A1
MHKMC13E7FK010243,101910,2657.45,132622.93,32376.07,164999,A2
JE4LD6130HZ059995,42267,5946.57,240700.19,72298.81,312999,A2
KNDPR3NCXK7594213,103684,7149.67,427270.82,7728.18,434999,A2
9FBHS2A60FM120316,29134,3557.1,150529.89,7469.11,157999,A1
3N8CP5HD6JL492992,39849,6719,266182.71,13816.29,279999,A2
MA6CB6CDXJT084191,31022,3932.1,125056.74,7942.26,132999,A2
1C4RJEAG5JC450966,48376,10569.13,494056.1,20942.9,514999,A1
3FADP4EJXDM116014,103167,3114.63,103809.35,6189.65,109999,A2
5XYPH4A52JG356292,41585,8886.46,362329.37,17669.63,379999,C1
MA6CB6CD5LT033815,31610,4513.39,159948.3,20050.7,179999,A2
988611556HK117016,45664,6270.32,259003.22,45995.78,304999,A2
1C4NJCAB0ED729832,41592,4604.65,183277.03,4721.97,187999,A2
WDDBF4CB3GV096852,102828,6812.96,251626.82,13372.18,264999,A1
WAU7CL8P4CA170558,102797,2924.73,144346.28,5652.72,149999,A1
VSSEH4NH7G1021676,39146,5355.06,167333.94,10665.06,177999,A1
VSSBB6KJ3KR059083,101541,6505.73,203431.53,74567.47,277999,A1
ML3AB26J9HH019866,41215,3261.25,100589.35,34409.65,134999,A1
ML3AA28J6HH003477,25772,2589.38,103673.26,29325.74,132999,A1
LSGHD52H3LD091211,101492,4717.37,136926.81,53072.19,189999,A1
KL8CM6CA0JC487346,47463,5880.94,188805.84,6193.16,194999,A1
JTDKN3DU7E1845910,29525,5086.31,169699.89,55299.11,224999,A1
9BD197575G3275234,36168,3568.84,128064.18,6934.82,134999,A1
5NPD74AF5HH146559,36455,4066.55,204450.95,8548.05,212999,A1
3VWJW6ATXGM612712,43501,4016.56,222175.75,7823.25,229999,A1
3VWHW6ATXGM617505,36506,4312.73,221588.06,8410.94,229999,A1
3N1CN7AD1GK432059,40980,4166.8,117122.47,45876.53,162999,A1
3N1CK3CD3HL259137,44780,3537.97,101833.59,38165.41,139999,A1
3MZBM2U79GM310118,24481,4897.32,180428.12,9570.88,189999,A1
3KPA35AC7JE053336,43055,5501.94,185469.82,67529.18,252999,A1
3HGRU5854GM005431,101347,5497.7,190523.86,67475.14,257999,A1
3G1J85DC8HS618100,46810,4969.71,149346.78,53652.22,202999,A1
3C4PDCGB1GT182834,46814,7632.47,259638.01,15360.99,274999,A1
3C4PDCCB9HT603366,45550,5929.43,215045.29,72953.71,287999,A1
WBA1A3105EVY00964,48142,6126.56,225981.86,12017.14,237999,A1
ML3AB56J7KH008910,36201,3371.21,191498.34,6500.66,197999,A1
3KPFK4A71HE008974,41203,5268.9,182552.43,10446.57,192999,A1
2GNAL9EK1G6302089,104319,5734.6,228207.33,11791.67,239999,A1
3FADP4BJ5GM168739,39169,4736.56,150195.66,9803.34,159999,A2
VSSHB46J4GR022074,103264,4016.56,152226.37,7772.63,159999,A1
TSMYD21S0HM374083,103147,5192.64,205310.75,64688.25,269999,A1
MEX6G2605LT024216,104318,5935.49,185812.59,12187.41,198000,A1
1N4AL3AP3GN300112,102718,3176.48,183593.06,31405.94,214999,A1
WAUACC8KXEN010416,39517,6741.81,253778.95,14220.05,267999,A1
MEX5H260XHT035311,101837,4773.68,150288.2,9710.8,159999,A1
988611563HK114339,40947,7026.84,236805.52,76193.48,312999,A1
3VW1W1AJ7HM227899,22015,5155.03,190000.35,19998.65,209999,A1
3C3CFFBR9FT590550,46760,4442.25,161387.11,8611.89,169999,A1
2T1BU4EE7DC953454,44163,2644.54,151937.48,5061.52,156999,A1
KL8CM6CD4FC755915,46332,3391.04,89596.33,35402.67,124999,A1
1N4AL3APXDN546800,46851,5079.21,167779.27,10219.73,177999,A1
3VW2W2AJ1JM251499,41708,5484.48,249332.77,10666.23,259999,A1
3VW1W1AJ9GM214991,103484,5927.01,186102.88,11896.12,197999,A1
1FADP3K20FL258304,46848,3546.83,144261.96,35737.04,179999,A1
WBAUC9105CVM05061,48213,5950.04,268452.07,11546.93,279999,A2
3N1CN7AD7JK439718,30159,3869.77,147515.48,7483.52,154999,A1
3GNCJ7CE4HL265827,45130,5132.96,177582.44,62416.56,239999,A1
KL8PD5C58DK157124,36957,3691.86,117845.92,7153.08,124999,B
3N1AB7AE6FL608198,101260,4153.04,135676.88,44322.12,179999,A2
MAJFP1ND5GA101584,32679,4040.31,124611.19,8387.81,132999,A1
JM3TCBDY1G0115272,41103,10087.18,382795.57,20203.43,402999,A1
MAJBP1ZL0JC225015,44894,6071.68,301394.1,13604.9,314999,A1
2GNAL9EK0H6142840,104450,6835.07,264219.28,13779.72,277999,A1
JM3KFADL4J0230053,102275,11063.44,378247.91,21751.09,399999,A1
MEX6G2602JT071782,43990,4249.77,142610.65,45388.35,187999,A2
MAJUP3SF0FC143009,46116,4146.85,147996.91,45002.09,192999,A1
JM3KE2D3XG0769309,102996,7125.04,212182.95,80816.05,292999,A1
JM1BM1W34G1286766,45936,3703.63,227638.41,7360.59,234999,A1
MEX522600JT059169,41686,4802.27,146109.59,51889.41,197999,A1
JS3TE04V5D4202014,105154,4266.92,166743.95,8255.05,174999,A1
5NPE34AF8FH111575,104914,5905.27,206503.55,11495.45,217999,A1
5KBRL5867DB802963,48350,6558.78,241628.99,13370.01,254999,A1
3U5AFDFY9J2135686,102875,11047.53,558129.46,21869.54,579999,A1
MALA84BC6FM063534,44368,3702.92,125367.54,7631.46,132999,B
19XFB265XFE601077,29043,4962.48,153651.36,54347.64,207999,A2
TMCJ33A3XHJ403233,45879,4924.81,293466.09,1532.91,294999,A1
JM1NDAC78H0121735,102807,8975.52,301999.82,17999.18,319999,A1
988611568JK143258,103388,6404.74,304370.31,40628.69,344999,A1
3N1CK3CD1GL228757,102369,4820.06,150637.89,4361.11,154999,A1
3MZBM2V76GM266562,39502,6223.56,202685.28,12313.72,214999,A1
3HGRM3835FG000030,42328,4685.36,256504.03,8494.97,264999,A1
3GNCJ7CEXEL224324,104734,3759.44,124953.29,40045.71,164999,A1
1N6AD0EV3KN775165,101861,9453.62,391859.72,93139.28,484999,A1
1C4NJCAB6FD172264,48042,5040.19,151319.66,56679.34,207999,A1
3G1J86CC0GS591612,103886,4271.76,132043.83,12955.17,144999,A2
WBA1J1101GV370504,42720,8634.65,312828.26,25170.74,337999,A1
VSSBE75F8JR184678,43059,3360.16,360100.29,42898.71,402999,A1
KL8CJ6AD0FC775400,46366,3566.91,97616.34,10382.66,107999,A1
5N1AR2MN7GC601213,39408,7304.48,260143.73,89855.27,349999,A1
4A4LM31U6EE002407,35003,3512.18,174864.16,10134.84,184999,A1
3VWWB6AU2GM046698,37242,6209.02,205094.4,12904.6,217999,A1
3VW2K1AJ9GM357178,33772,5388.93,179417.98,15581.02,194999,A1
3MZBM2L77FM231594,105879,4832.4,152207.59,57791.41,209999,A1
VF1HR3NB4JC295526,102729,10373.07,353800.48,21198.52,374999,A1
JS2ZC63S6J6108531,106627,4812.13,143019.29,56979.71,199999,A1
JM1DKDD77J1305369,104906,5308.64,301499.96,16499.04,317999,A1
3HGGK5733FM005822,103215,3783.19,106571.26,43427.74,149999,A1
WVGGX65N5FW604419,48176,7251.5,237005.8,20993.2,257999,B
MALA74BC7GM112583,46721,3085.05,126804.72,8194.28,134999,A2
MAJFP1MD2GA123382,38878,3050.41,99171.69,28827.31,127999,A1
9FBHS2AA9GM568396,47460,4492.05,175068.05,12930.95,187999,A1
WBAHS1107G5E77250,27606,7648.05,257566.53,100432.47,357999,A1
WAUAFJ8V9H1074822,39414,9882.24,331678.42,28320.58,359999,A1
MEX6G260XJT037282,103671,5623.52,170882.09,17116.91,187999,A1
VSSJB26J8GR083739,45659,6055.62,200075.15,17923.85,217999,A2
5N1AR2MN2FC651399T,47451,5886.37,290479.16,17519.84,307999,A2
3N1AB7AD7FL616012,47654,4964.33,163098.4,9900.6,172999,A2
3G1J86CCXGS572761,101515,3133.97,105655.89,39343.11,144999,A2
WDC0G4KB6JF307876,45532,10475.42,519388.64,30610.36,549999,A1
TMCJ33A32HJ263162,104971,5227.78,324894.28,15104.72,339999,A1
KNADN4A34H6045452,42550,5028.25,145394.23,59604.77,204999,A1
5XYZW4LAXHG411980,43946,7844.92,266414.31,96584.69,362999,A1
5XYZW4LA7HG443057,103325,7392.79,345555.5,19443.5,364999,A1
5TDYKRFH6GS134033,105251,10243.24,357393.29,30605.71,387999,A1
5KBRL5896EB804196,48008,8640.95,302163.33,25835.67,327999,A1
3VWGW6AJ2EM204565,43098,5507.73,178341.02,16657.98,194999,A1
WBAHS7107G5E79017,39307,8559.66,358934.11,26064.89,384999,A1
JS2ZC13S5J6103579,45803,3452.83,239327.86,10671.14,249999,A1
5XYPG4A38JG354788,41225,6620.57,277868.26,80130.74,357999,A1
5TDYK3DC3CS198223,106407,5346.43,218488.03,16510.97,234999,A1
3VW2M1AJ0FM332873,101623,2867.75,141432.93,31566.07,172999,A1
3VW1K1AJ8JM205007,46013,5851.36,208311.85,9687.15,217999,A1
3GNCJ8CE7DL188614,45882,3466.25,157726.34,7272.66,164999,A1
1FADP3K2XFL212429,102959,5079.21,159403.08,15595.92,174999,A1
3VWJW6AT5GM606316,45662,5850.27,218797.22,19201.78,237999,A2
3C4PDCCB9FT593077,106280,3350.13,216622.5,6376.5,222999,A2
WAUDFA8U6FR006108,106603,8191.46,274021.08,23977.92,297999,A1
MB2C22AC2JM292194,101808,4881,206560.78,58438.22,264999,A1
MAJFP1ND0GA105672,42008,3995.29,122777.54,12221.46,134999,A1
5KBRL6883KB801362,105598,11430.97,598861.7,34137.3,632999,A1
5TDYZ3DC2HS842068,106560,4157.13,405233.02,12765.98,417999,A2
WAUACJ8VXF1048915,38250,5910.28,239848.65,18150.35,257999,A1
1FMCU0G76EUA95986,106446,5388.93,205409.39,14589.61,219999,A1
3VWVB6AU1FM014139,42536,3170.66,195460.81,37538.19,232999,A2
3HGRM487XEG000497,106972,5185.19,238048.74,14950.26,252999,A2
wddwf4ab3gf283944,30858,5504.71,248997.03,65001.97,313999,A1
MALA74NC2GM089743,102501,2861.75,131207.71,8791.29,139999,A1
JS2ZC13S7J6103079,43488,3233.8,192815.48,35183.52,227999,A1
3N1CK3CD3GL254499,105321,3347.25,91649.57,38349.43,129999,A1
3VW4R6AJ7GM338873,101656,8801.81,301692.94,26306.06,327999,A2
3G1TA5CF2HL186364,43075,3692.68,139449.64,10549.36,149999,A2
1FTEW1E4XKFC93508,101592,11377.18,841725.49,33273.51,874999,A1
ML3AA28J0HH003006,107480,3591.4,116182.2,48816.8,164999,A1
3GNCJ7CE4HL160883,105298,6251.03,216275.27,18723.73,234999,A1
1GNSK8KC1GR448642,47854,12720.85,483769.06,169229.94,652999,A1
2GKFL8E3XF6395568,41904,8055.11,261010.33,23988.67,284999,B
LSGKB54H9JV020109,106030,6415.06,208385.18,19613.82,227999,A2
KL8CM6CD5FC816964,48240,2667.98,122471.3,7527.7,129999,A2
JM3KE2D34F0521796,47272,5976.6,208141.99,69857.01,277999,A2
3N1CN7AD2GK451168,38050,4025.78,137714.61,12284.39,149999,A2
WAUAYJ8V8K1024799,42419,6879.58,299601.91,90397.09,389999,A1
VSSHB46J8GR013975,102753,4897.95,145090.85,14908.15,159999,A1
MEX5H2607JT115039,43507,4444.61,136762.59,51236.41,187999,A1
MA6CB6ADXHT004594,34188,3619.76,121697.41,11301.59,132999,A1
JN1AF55C0GT200911,39135,4528.25,189274.24,55724.76,244999,A1
JM1BN1M31J1182128,39319,3407.56,293272.22,9726.78,302999,A1
JM1BN1L32H1115114,102992,5576.4,222916.34,17082.66,239999,A1
3N8CP5HD9JL478696,46950,6411.78,198256.45,79742.55,277999,A1
1VWAR7A34GC030538,106350,6362.41,199039.64,18959.36,217999,A1
1C4AJCABXCD291297,105893,4063.15,151457.27,8541.73,159999,A1
VNKKTUD32FA045530,45127,4571.47,152263.01,7735.99,159999,B
9FBHS2A60FM551352,105313,3689.28,113257.26,46741.74,159999,A2
9BD578457JY240749,103344,5122.09,174474.44,18524.56,192999,A2
WMWXM5103FT923737,105798,5190.9,235003.15,14995.85,249999,A1
VSSPK46JXCR099781,101569,4031.51,118230.53,11768.47,129999,A1
JS2ZC63S4K6109078,35555,5374.58,229409.5,10589.5,239999,A1
3C3CFFFH3ET175045,105395,5796.69,182492.99,17506.01,199999,A1
WBATR1109KLJ61226,45354,12909.07,555743.92,37255.08,592999,A1
3G1TA5AF1EL214170,107339,3081.81,90510.78,9488.22,99999,A1
9FB561JT1HM532710,44723,3293.56,116240.11,36758.89,152999,A1
3N1CE2CD9JL353742,104501,4119.09,150557.71,49441.29,199999,A1
3G1TA5CF6HL247750T,104496,3299.83,89305.41,37693.59,126999,A1
3G1J86CC9HS601488,104004,4861.1,148421.73,14577.27,162999,A1
U6YPC3AA2GL795047,30772,5010.42,200053.34,62945.66,262999,B
MAJFP1ND8GA115107,103621,3821.13,137086.9,10912.1,147999,A2
8AFRR5AA9G6371255,107923,8228.96,306027.02,23971.98,329999,A1
8AFWR5AA1H6454389,22682,9757.21,366981.04,18017.96,384999,B
1C4PJLDB5EW261797,26848,6398.75,246202.69,6796.31,252999,A2
3N8CP5HE4JL485242,33649,7701.57,301852.92,8146.08,309999,A1
3G1J85AC2FS582034,48013,4027.73,116675.98,8323.02,124999,A1
